DL_YMD,SEND_CTPV_NM,SEND_CTPV_CD,SEND_CTGG_NM,SEND_CTGG_CD,REC_CTPV_NM,REC_CTPV_CD,REC_CTGG_NM,REC_CTGG_CD,E_C_01,E_C_02,E_C_03,E_C_04,E_C_05,E_C_06,E_C_07,E_C_08,E_C_09,E_C_10,E_C_11
20230619,서울특별시,11,양천구,11470,서울특별시,11,용산구,11170,0,20,8,19,33,9,15,0,34,23,12
20230619,서울특별시,11,양천구,11470,서울특별시,11,성동구,11200,0,37,34,26,29,10,6,3,129,95,14
20230619,서울특별시,11,양천구,11470,서울특별시,11,광진구,11215,0,23,8,25,41,16,17,0,67,29,22
20230619,서울특별시,11,양천구,11470,서울특별시,11,동대문구,11230,3,19,10,17,31,15,14,0,45,36,20
20230619,서울특별시,11,양천구,11470,서울특별시,11,중랑구,11260,0,30,8,11,34,0,13,0,61,19,25
20230619,서울특별시,11,양천구,11470,서울특별시,11,성북구,11290,6,29,10,22,44,9,13,0,87,26,18
20230619,서울특별시,11,양천구,11470,서울특별시,11,강북구,11305,0,13,6,14,23,5,13,0,36,13,17
20230619,서울특별시,11,양천구,11470,서울특별시,11,도봉구,11320,0,16,4,15,31,5,18,0,34,13,14
20230619,서울특별시,11,양천구,11470,서울특별시,11,노원구,11350,4,25,7,19,59,10,17,0,81,30,40
20230619,서울특별시,11,양천구,11470,서울특별시,11,은평구,11380,5,25,8,33,51,7,19,0,53,26,26
20230619,서울특별시,11,양천구,11470,서울특별시,11,서대문구,11410,3,30,9,25,35,5,14,4,47,31,21
20230619,서울특별시,11,양천구,11470,서울특별시,11,마포구,11440,3,36,14,40,45,10,33,0,63,29,26
20230619,서울특별시,11,양천구,11470,서울특별시,11,양천구,11470,0,26,26,31,39,3,79,0,57,26,30
20230619,서울특별시,11,양천구,11470,서울특별시,11,강서구,11500,9,52,34,28,72,10,48,0,66,40,37
20230619,서울특별시,11,양천구,11470,서울특별시,11,구로구,11530,3,23,19,27,47,9,21,3,76,18,20
20230619,서울특별시,11,양천구,11470,서울특별시,11,금천구,11545,0,19,4,15,24,5,7,0,41,26,15
20230619,서울특별시,11,양천구,11470,서울특별시,11,영등포구,11560,3,25,20,24,48,4,27,0,52,65,36
20230619,서울특별시,11,양천구,11470,서울특별시,11,동작구,11590,0,27,15,36,38,5,13,0,57,22,25
20230619,서울특별시,11,양천구,11470,서울특별시,11,관악구,11620,4,32,12,39,45,0,28,0,69,42,23
20230619,서울특별시,11,양천구,11470,서울특별시,11,서초구,11650,5,41,14,38,64,8,25,0,46,19,31
20230619,서울특별시,11,양천구,11470,서울특별시,11,강남구,11680,7,46,30,65,88,11,30,5,71,52,42
20230619,서울특별시,11,양천구,11470,서울특별시,11,송파구,11710,6,38,25,40,89,10,38,6,99,50,43
20230619,서울특별시,11,양천구,11470,서울특별시,11,강동구,11740,5,28,8,27,46,6,29,0,42,26,29
20230624,서울특별시,11,구로구,11530,서울특별시,11,종로구,11110,0,5,0,0,0,0,0,0,17,7,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,중구,11140,0,10,0,0,0,0,3,0,25,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,용산구,11170,0,3,0,3,0,0,0,0,17,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,성동구,11200,0,14,5,0,0,0,0,0,49,13,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,광진구,11215,0,7,3,3,0,0,0,0,22,0,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,동대문구,11230,0,10,3,0,0,0,0,0,40,8,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,중랑구,11260,0,4,0,0,0,0,0,0,28,5,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,성북구,11290,0,6,3,0,0,0,0,0,57,4,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,강북구,11305,0,7,0,0,0,0,0,0,19,0,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,도봉구,11320,0,3,0,0,0,0,0,0,18,5,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,노원구,11350,0,269,0,0,0,0,0,0,34,0,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,은평구,11380,0,9,0,0,4,3,0,0,37,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,서대문구,11410,0,195,3,0,3,0,0,0,21,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,마포구,11440,0,12,4,3,0,0,0,0,44,4,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,양천구,11470,0,6,4,3,0,0,0,0,37,0,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,강서구,11500,0,263,3,0,0,0,0,0,64,5,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,구로구,11530,0,7,6,0,4,0,3,0,38,5,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,금천구,11545,0,6,0,0,0,0,0,0,27,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,영등포구,11560,0,12,0,0,0,0,0,0,26,4,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,동작구,11590,0,7,0,0,0,0,0,0,30,0,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,관악구,11620,0,11,6,0,0,0,0,0,50,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,서초구,11650,0,10,3,0,0,0,0,0,29,3,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,강남구,11680,0,22,0,3,0,0,0,0,62,6,3
20230624,서울특별시,11,구로구,11530,서울특별시,11,송파구,11710,0,16,7,0,0,0,0,0,50,11,0
20230624,서울특별시,11,구로구,11530,서울특별시,11,강동구,11740,0,9,0,3,0,0,0,0,32,3,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,종로구,11110,0,3,0,0,3,0,0,0,26,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,중구,11140,0,8,0,0,0,0,0,0,37,6,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,용산구,11170,0,3,3,6,0,0,0,0,27,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,성동구,11200,0,12,12,3,3,0,0,0,52,10,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,광진구,11215,0,4,0,0,0,0,0,0,35,3,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,동대문구,11230,0,11,3,0,4,0,0,3,48,6,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,중랑구,11260,0,6,0,0,0,0,0,0,35,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,성북구,11290,0,212,0,0,0,0,0,3,50,7,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,강북구,11305,0,5,0,0,0,0,0,0,31,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,도봉구,11320,0,6,0,0,0,0,0,0,30,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,노원구,11350,0,0,0,0,0,0,0,0,52,4,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,은평구,11380,0,5,3,3,0,0,0,0,39,3,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,서대문구,11410,0,5,0,0,0,4,0,0,33,0,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,마포구,11440,0,3,6,0,0,0,0,0,53,5,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,양천구,11470,0,3,4,0,0,0,0,0,38,3,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,강서구,11500,0,7,6,6,8,0,0,3,63,7,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,구로구,11530,0,15,4,0,0,3,0,0,46,7,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,금천구,11545,0,7,4,0,0,0,0,0,35,4,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,영등포구,11560,0,9,4,0,4,0,0,0,47,5,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,동작구,11590,0,10,0,0,0,0,0,0,41,4,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,관악구,11620,0,12,4,0,0,0,0,0,61,5,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,서초구,11650,0,7,3,0,0,0,0,0,40,3,0
20230603,서울특별시,11,구로구,11530,서울특별시,11,강남구,11680,0,27,0,4,0,0,0,0,66,8,3
20230603,서울특별시,11,구로구,11530,서울특별시,11,송파구,11710,0,22,4,4,4,0,0,0,62,12,3
20230603,서울특별시,11,구로구,11530,서울특별시,11,강동구,11740,0,4,0,0,0,0,0,0,40,3,0
20230606,서울특별시,11,서대문구,11410,서울특별시,11,은평구,11380,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,중구,11140,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,성동구,11200,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,은평구,11380,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,서대문구,11410,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,양천구,11470,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,강서구,11500,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,금천구,11545,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,영등포구,11560,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,동작구,11590,0,0,0,0,0,0,0,0,0,0,0
20230611,서울특별시,11,서대문구,11410,서울특별시,11,송파구,11710,0,0,0,0,0,0,0,0,0,0,0
20230623,서울특별시,11,양천구,11470,서울특별시,11,종로구,11110,0,12,4,10,7,0,7,0,22,9,7
20230623,서울특별시,11,양천구,11470,서울특별시,11,중구,11140,0,21,4,11,9,4,4,0,44,17,0
20230623,서울특별시,11,양천구,11470,서울특별시,11,용산구,11170,0,9,4,21,17,0,4,0,29,8,4
20230623,서울특별시,11,양천구,11470,서울특별시,11,성동구,11200,0,20,8,14,15,0,5,0,64,29,11
20230623,서울특별시,11,양천구,11470,서울특별시,11,광진구,11215,0,15,8,9,17,5,5,0,54,11,5
20230623,서울특별시,11,양천구,11470,서울특별시,11,동대문구,11230,0,19,0,0,18,4,4,3,49,11,7
20230623,서울특별시,11,양천구,11470,서울특별시,11,중랑구,11260,0,17,0,8,7,0,6,0,44,16,4
20230623,서울특별시,11,양천구,11470,서울특별시,11,성북구,11290,4,16,4,10,16,7,10,0,73,17,8
20230623,서울특별시,11,양천구,11470,서울특별시,11,강북구,11305,0,10,0,6,11,0,3,0,22,11,6
20230623,서울특별시,11,양천구,11470,서울특별시,11,도봉구,11320,0,10,3,5,16,3,3,0,21,3,6
20230623,서울특별시,11,양천구,11470,서울특별시,11,노원구,11350,0,11,5,13,13,4,6,0,42,5,9
20230623,서울특별시,11,양천구,11470,서울특별시,11,은평구,11380,0,16,5,8,15,3,6,0,27,16,11
20230623,서울특별시,11,양천구,11470,서울특별시,11,서대문구,11410,0,11,5,11,16,8,3,0,33,10,6
20230623,서울특별시,11,양천구,11470,서울특별시,11,마포구,11440,0,15,9,11,19,4,10,0,50,18,17
20230623,서울특별시,11,양천구,11470,서울특별시,11,양천구,11470,0,18,20,16,11,0,36,0,43,10,13
20230623,서울특별시,11,양천구,11470,서울특별시,11,강서구,11500,3,12,18,24,22,3,18,0,55,28,21
20230623,서울특별시,11,양천구,11470,서울특별시,11,구로구,11530,0,12,10,23,11,4,10,0,41,9,6
20230623,서울특별시,11,양천구,11470,서울특별시,11,금천구,11545,0,12,3,9,13,0,6,0,32,15,3
20230623,서울특별시,11,양천구,11470,서울특별시,11,영등포구,11560,0,12,12,14,23,0,14,0,34,13,10
20230623,서울특별시,11,양천구,11470,서울특별시,11,동작구,11590,5,17,10,8,15,24,8,0,36,14,6
20230623,서울특별시,11,양천구,11470,서울특별시,11,관악구,11620,0,22,7,13,20,5,6,0,45,22,10
20230623,서울특별시,11,양천구,11470,서울특별시,11,서초구,11650,3,23,11,21,16,5,6,0,40,15,9
20230623,서울특별시,11,양천구,11470,서울특별시,11,강남구,11680,6,37,11,22,38,3,17,0,59,18,27
20230623,서울특별시,11,양천구,11470,서울특별시,11,송파구,11710,4,24,15,28,18,3,12,0,57,21,12
20230623,서울특별시,11,양천구,11470,서울특별시,11,강동구,11740,0,15,4,7,12,3,6,0,36,18,17
20230621,서울특별시,11,양천구,11470,서울특별시,11,종로구,11110,4,12,6,6,11,0,10,3,18,14,6
20230621,서울특별시,11,양천구,11470,서울특별시,11,중구,11140,3,16,6,5,20,0,5,3,36,23,3
20230621,서울특별시,11,양천구,11470,서울특별시,11,용산구,11170,0,15,6,15,9,5,9,0,17,25,3
20230621,서울특별시,11,양천구,11470,서울특별시,11,성동구,11200,0,29,15,10,12,8,10,0,63,65,10
20230621,서울특별시,11,양천구,11470,서울특별시,11,광진구,11215,0,13,7,13,11,0,10,0,12,29,5
20230621,서울특별시,11,양천구,11470,서울특별시,11,동대문구,11230,0,17,0,12,6,3,12,0,26,29,10
20230621,서울특별시,11,양천구,11470,서울특별시,11,중랑구,11260,4,10,3,5,12,0,7,0,21,21,8
20230621,서울특별시,11,양천구,11470,서울특별시,11,성북구,11290,0,25,10,11,8,0,12,0,33,25,9
20230621,서울특별시,11,양천구,11470,서울특별시,11,강북구,11305,3,6,0,3,7,3,5,0,11,21,6
20230621,서울특별시,11,양천구,11470,서울특별시,11,도봉구,11320,0,10,4,11,12,0,6,0,21,21,5
20230621,서울특별시,11,양천구,11470,서울특별시,11,노원구,11350,0,9,5,17,14,3,10,0,22,25,11
20230621,서울특별시,11,양천구,11470,서울특별시,11,은평구,11380,4,11,23,13,15,4,12,0,13,30,8
20230621,서울특별시,11,양천구,11470,서울특별시,11,서대문구,11410,0,21,4,9,18,10,10,3,15,29,7
20230621,서울특별시,11,양천구,11470,서울특별시,11,마포구,11440,5,23,17,19,16,3,12,0,21,42,10
20230621,서울특별시,11,양천구,11470,서울특별시,11,양천구,11470,0,13,10,16,17,0,34,0,19,32,9
20230621,서울특별시,11,양천구,11470,서울특별시,11,강서구,11500,3,32,21,17,36,6,21,0,42,47,13
20230621,서울특별시,11,양천구,11470,서울특별시,11,구로구,11530,0,9,9,8,26,6,12,0,27,22,11
20230621,서울특별시,11,양천구,11470,서울특별시,11,금천구,11545,7,16,0,10,13,4,6,0,22,10,6
20230621,서울특별시,11,양천구,11470,서울특별시,11,영등포구,11560,4,26,10,15,31,4,15,3,23,36,11
20230621,서울특별시,11,양천구,11470,서울특별시,11,동작구,11590,0,18,7,14,19,4,3,0,16,24,6
20230621,서울특별시,11,양천구,11470,서울특별시,11,관악구,11620,0,31,11,16,23,3,20,0,13,32,9
20230621,서울특별시,11,양천구,11470,서울특별시,11,서초구,11650,5,16,12,18,27,4,17,0,21,20,10
20230621,서울특별시,11,양천구,11470,서울특별시,11,강남구,11680,3,49,17,21,32,4,12,4,26,50,16
20230621,서울특별시,11,양천구,11470,서울특별시,11,송파구,11710,0,16,10,22,38,8,23,5,20,52,11
20230621,서울특별시,11,양천구,11470,서울특별시,11,강동구,11740,3,16,15,8,16,4,3,3,21,31,8
20230602,서울특별시,11,노원구,11350,서울특별시,11,종로구,11110,4,10,3,7,18,0,19,3,18,8,0
20230602,서울특별시,11,노원구,11350,서울특별시,11,중구,11140,6,16,4,9,14,0,25,0,32,7,10
20230602,서울특별시,11,노원구,11350,서울특별시,11,용산구,11170,4,13,6,15,30,0,8,3,22,8,8
20230602,서울특별시,11,노원구,11350,서울특별시,11,성동구,11200,0,20,20,15,25,3,19,0,49,19,3
20230602,서울특별시,11,노원구,11350,서울특별시,11,광진구,11215,0,11,11,9,42,4,16,0,34,10,10
20230602,서울특별시,11,노원구,11350,서울특별시,11,동대문구,11230,0,19,3,10,24,5,26,5,63,12,5
20230602,서울특별시,11,노원구,11350,서울특별시,11,중랑구,11260,4,15,9,16,28,5,31,6,49,10,10
20230602,서울특별시,11,노원구,11350,서울특별시,11,성북구,11290,6,23,9,15,45,5,35,0,66,18,6
20230602,서울특별시,11,노원구,11350,서울특별시,11,강북구,11305,3,12,4,12,33,4,17,3,34,10,5
20230602,서울특별시,11,노원구,11350,서울특별시,11,도봉구,11320,7,12,7,14,16,3,26,0,33,10,0
20230602,서울특별시,11,노원구,11350,서울특별시,11,노원구,11350,4,37,36,16,54,0,57,0,81,10,19
20230602,서울특별시,11,노원구,11350,서울특별시,11,은평구,11380,3,28,8,18,42,5,25,0,27,11,6
20230602,서울특별시,11,노원구,11350,서울특별시,11,서대문구,11410,5,12,4,8,23,0,16,5,30,16,0
20230602,서울특별시,11,노원구,11350,서울특별시,11,마포구,11440,8,18,4,13,50,13,29,4,28,10,7
20230602,서울특별시,11,노원구,11350,서울특별시,11,양천구,11470,0,16,5,10,49,0,30,5,44,10,8
20230602,서울특별시,11,노원구,11350,서울특별시,11,강서구,11500,9,14,9,15,53,3,39,7,77,20,9
20230602,서울특별시,11,노원구,11350,서울특별시,11,구로구,11530,11,11,5,15,47,5,17,5,46,7,6
20230602,서울특별시,11,노원구,11350,서울특별시,11,금천구,11545,5,11,4,17,37,0,16,3,42,3,11
20230602,서울특별시,11,노원구,11350,서울특별시,11,영등포구,11560,5,11,0,17,42,8,23,0,41,14,9
20230602,서울특별시,11,노원구,11350,서울특별시,11,동작구,11590,0,10,3,10,33,3,20,3,45,6,5
20230602,서울특별시,11,노원구,11350,서울특별시,11,관악구,11620,6,14,5,11,45,3,45,0,48,13,6
20230602,서울특별시,11,노원구,11350,서울특별시,11,서초구,11650,3,17,6,13,43,5,38,3,46,7,10
20230602,서울특별시,11,노원구,11350,서울특별시,11,강남구,11680,9,48,13,30,63,10,45,6,74,12,11
20230602,서울특별시,11,노원구,11350,서울특별시,11,송파구,11710,7,16,13,26,61,7,34,11,56,22,14
20230602,서울특별시,11,노원구,11350,서울특별시,11,강동구,11740,5,12,5,17,41,10,21,5,40,19,11
20230603,서울특별시,11,용산구,11170,서울특별시,11,종로구,11110,0,0,0,9,0,0,0,0,6,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,중구,11140,0,0,5,3,0,0,0,0,16,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,용산구,11170,0,3,5,5,0,0,0,0,10,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,성동구,11200,0,8,4,0,0,0,0,0,32,22,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,광진구,11215,0,0,0,0,0,0,0,0,4,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,동대문구,11230,0,0,0,0,0,0,0,0,8,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,중랑구,11260,0,7,0,4,0,0,0,0,0,3,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,성북구,11290,0,7,0,0,0,0,0,0,8,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,강북구,11305,0,0,0,0,0,0,0,0,4,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,도봉구,11320,0,0,3,0,0,0,0,0,10,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,노원구,11350,0,3,0,0,0,0,0,0,4,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,은평구,11380,0,0,0,0,0,0,0,0,5,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,서대문구,11410,0,4,0,0,0,0,0,0,8,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,마포구,11440,0,3,4,5,0,0,0,0,9,3,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,양천구,11470,0,4,0,0,0,0,0,0,0,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,강서구,11500,0,4,6,0,0,0,0,0,6,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,구로구,11530,0,0,4,0,0,0,0,0,5,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,금천구,11545,0,0,0,6,3,0,0,0,3,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,영등포구,11560,0,7,0,3,0,0,0,0,0,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,동작구,11590,0,0,8,0,0,0,0,0,0,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,관악구,11620,0,6,3,3,0,0,0,0,4,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,서초구,11650,0,0,8,4,4,0,0,0,6,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,강남구,11680,0,9,3,5,0,0,0,0,19,0,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,송파구,11710,0,9,6,3,0,3,0,0,11,4,0
20230603,서울특별시,11,용산구,11170,서울특별시,11,강동구,11740,0,0,3,0,3,0,0,0,0,0,0
20230606,서울특별시,11,종로구,11110,서울특별시,11,동작구,11590,0,0,0,0,0,0,0,0,0,0,0
20230621,서울특별시,11,종로구,11110,서울특별시,11,종로구,11110,6,28,13,8,24,3,14,4,64,22,19
20230621,서울특별시,11,종로구,11110,서울특별시,11,중구,11140,3,37,7,9,31,0,11,4,78,37,11
20230621,서울특별시,11,종로구,11110,서울특별시,11,용산구,11170,4,33,5,15,20,3,25,0,85,42,27
20230621,서울특별시,11,종로구,11110,서울특별시,11,성동구,11200,4,53,14,8,13,0,19,5,140,62,16
20230621,서울특별시,11,종로구,11110,서울특별시,11,광진구,11215,8,36,6,4,14,0,19,4,103,38,18
20230621,서울특별시,11,종로구,11110,서울특별시,11,동대문구,11230,7,29,10,8,23,0,17,0,92,37,15
20230621,서울특별시,11,종로구,11110,서울특별시,11,중랑구,11260,6,21,9,11,18,0,19,7,79,40,8
20230621,서울특별시,11,종로구,11110,서울특별시,11,성북구,11290,6,47,12,14,25,0,24,3,108,55,15
20230621,서울특별시,11,종로구,11110,서울특별시,11,강북구,11305,0,22,10,3,10,0,16,3,61,27,5
20230621,서울특별시,11,종로구,11110,서울특별시,11,도봉구,11320,0,30,5,6,12,0,10,0,64,32,4
20230621,서울특별시,11,종로구,11110,서울특별시,11,노원구,11350,6,31,8,8,24,0,25,0,89,56,19
20230621,서울특별시,11,종로구,11110,서울특별시,11,은평구,11380,10,42,13,10,29,0,18,4,112,52,19
20230621,서울특별시,11,종로구,11110,서울특별시,11,서대문구,11410,4,28,12,8,16,0,14,0,80,38,10
20230621,서울특별시,11,종로구,11110,서울특별시,11,마포구,11440,13,41,17,16,25,6,26,5,118,53,25
20230621,서울특별시,11,종로구,11110,서울특별시,11,양천구,11470,7,29,10,9,21,0,20,0,76,42,16
20230621,서울특별시,11,종로구,11110,서울특별시,11,강서구,11500,12,51,13,13,24,4,25,10,122,52,19
20230621,서울특별시,11,종로구,11110,서울특별시,11,구로구,11530,4,40,5,12,21,0,15,5,94,47,11
20230621,서울특별시,11,종로구,11110,서울특별시,11,금천구,11545,6,31,8,11,6,5,17,3,67,27,8
20230621,서울특별시,11,종로구,11110,서울특별시,11,영등포구,11560,6,39,8,14,27,0,30,3,112,55,20
20230621,서울특별시,11,종로구,11110,서울특별시,11,동작구,11590,9,34,9,8,17,3,15,0,101,38,17
20230621,서울특별시,11,종로구,11110,서울특별시,11,관악구,11620,8,45,7,17,35,0,18,3,114,45,19
20230621,서울특별시,11,종로구,11110,서울특별시,11,서초구,11650,11,65,18,17,32,4,17,6,107,74,30
20230621,서울특별시,11,종로구,11110,서울특별시,11,강남구,11680,20,101,24,33,45,3,41,11,189,113,50
20230621,서울특별시,11,종로구,11110,서울특별시,11,송파구,11710,19,79,16,22,40,5,36,6,168,89,40
20230621,서울특별시,11,종로구,11110,서울특별시,11,강동구,11740,8,51,13,7,14,0,20,0,84,47,17
20230607,서울특별시,11,강남구,11680,서울특별시,11,종로구,11110,13,94,32,27,158,13,70,4,172,51,48
20230607,서울특별시,11,강남구,11680,서울특별시,11,중구,11140,15,109,28,34,143,22,73,7,240,70,59
20230607,서울특별시,11,강남구,11680,서울특별시,11,용산구,11170,17,128,28,69,106,24,103,13,252,66,91
20230607,서울특별시,11,강남구,11680,서울특별시,11,성동구,11200,18,187,77,45,119,27,119,14,505,146,139
20230607,서울특별시,11,강남구,11680,서울특별시,11,광진구,11215,19,135,52,27,219,30,137,11,401,92,98
20230607,서울특별시,11,강남구,11680,서울특별시,11,동대문구,11230,28,136,27,38,250,21,112,18,458,82,109
