DL_YMD,SEND_CTPV_NM,SEND_CTPV_CD,SEND_CTGG_NM,SEND_CTGG_CD,REC_CTPV_NM,REC_CTPV_CD,REC_CTGG_NM,REC_CTGG_CD,E_C_01,E_C_02,E_C_03,E_C_04,E_C_05,E_C_06,E_C_07,E_C_08,E_C_09,E_C_10,E_C_11
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,종로구,11110.0,3.0,21.0,7.0,9.0,21.0,0.0,3.0,0.0,36.0,9.0,4.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,중구,11140.0,8.0,20.0,4.0,29.0,23.0,10.0,0.0,0.0,34.0,12.0,7.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,용산구,11170.0,7.0,41.0,10.0,21.0,17.0,9.0,11.0,3.0,34.0,4.0,11.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,성동구,11200.0,5.0,52.0,19.0,20.0,23.0,5.0,0.0,0.0,85.0,13.0,10.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,광진구,11215.0,8.0,61.0,7.0,25.0,26.0,6.0,4.0,4.0,51.0,12.0,21.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,동대문구,11230.0,13.0,55.0,10.0,12.0,12.0,5.0,10.0,0.0,61.0,12.0,19.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,중랑구,11260.0,7.0,43.0,4.0,20.0,21.0,3.0,7.0,0.0,49.0,10.0,12.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,성북구,11290.0,9.0,58.0,17.0,35.0,16.0,10.0,11.0,10.0,75.0,13.0,15.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,강북구,11305.0,6.0,35.0,0.0,10.0,13.0,6.0,6.0,0.0,31.0,12.0,8.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,도봉구,11320.0,9.0,34.0,8.0,18.0,15.0,4.0,4.0,0.0,35.0,8.0,7.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,노원구,11350.0,7.0,64.0,11.0,19.0,24.0,7.0,10.0,3.0,66.0,16.0,15.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,은평구,11380.0,9.0,66.0,8.0,29.0,11.0,5.0,6.0,0.0,45.0,16.0,12.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,서대문구,11410.0,6.0,52.0,12.0,22.0,15.0,4.0,7.0,6.0,51.0,13.0,8.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,마포구,11440.0,11.0,73.0,16.0,18.0,30.0,7.0,8.0,4.0,61.0,17.0,14.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,양천구,11470.0,17.0,53.0,16.0,30.0,18.0,12.0,17.0,0.0,67.0,19.0,14.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,강서구,11500.0,13.0,94.0,15.0,38.0,44.0,13.0,13.0,0.0,116.0,25.0,21.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,구로구,11530.0,16.0,77.0,12.0,25.0,31.0,5.0,27.0,4.0,67.0,12.0,13.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,금천구,11545.0,6.0,43.0,10.0,18.0,33.0,3.0,11.0,0.0,45.0,10.0,17.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,영등포구,11560.0,12.0,64.0,14.0,32.0,23.0,5.0,9.0,0.0,73.0,17.0,17.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,동작구,11590.0,16.0,67.0,10.0,15.0,19.0,5.0,12.0,3.0,68.0,11.0,10.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,관악구,11620.0,15.0,84.0,8.0,32.0,27.0,6.0,10.0,4.0,91.0,26.0,16.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,서초구,11650.0,8.0,62.0,13.0,27.0,49.0,12.0,13.0,0.0,64.0,3.0,18.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,강남구,11680.0,14.0,107.0,21.0,46.0,47.0,11.0,15.0,6.0,98.0,20.0,33.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,송파구,11710.0,14.0,106.0,14.0,45.0,46.0,12.0,17.0,12.0,107.0,29.0,22.0
20230504,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,강동구,11740.0,10.0,50.0,12.0,27.0,14.0,8.0,8.0,8.0,59.0,13.0,16.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,종로구,11110.0,0.0,48.0,13.0,19.0,29.0,0.0,26.0,0.0,37.0,23.0,11.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,중구,11140.0,4.0,62.0,19.0,34.0,22.0,0.0,30.0,0.0,70.0,35.0,14.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,용산구,11170.0,5.0,49.0,17.0,44.0,38.0,4.0,17.0,0.0,45.0,22.0,11.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,성동구,11200.0,3.0,91.0,29.0,23.0,30.0,0.0,21.0,0.0,110.0,86.0,25.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,광진구,11215.0,7.0,67.0,9.0,29.0,41.0,4.0,31.0,0.0,59.0,35.0,26.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,동대문구,11230.0,6.0,59.0,21.0,25.0,37.0,9.0,18.0,6.0,56.0,27.0,7.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,중랑구,11260.0,3.0,43.0,16.0,22.0,39.0,4.0,12.0,0.0,44.0,20.0,16.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,성북구,11290.0,0.0,72.0,16.0,35.0,39.0,7.0,15.0,3.0,119.0,31.0,26.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,강북구,11305.0,6.0,35.0,16.0,14.0,28.0,3.0,16.0,0.0,32.0,20.0,19.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,도봉구,11320.0,0.0,45.0,8.0,19.0,23.0,3.0,13.0,0.0,28.0,14.0,21.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,노원구,11350.0,5.0,71.0,23.0,34.0,58.0,6.0,14.0,3.0,60.0,22.0,39.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,은평구,11380.0,7.0,72.0,19.0,39.0,50.0,0.0,25.0,0.0,54.0,13.0,15.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,서대문구,11410.0,7.0,52.0,20.0,27.0,35.0,3.0,15.0,0.0,66.0,17.0,16.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,마포구,11440.0,12.0,73.0,27.0,41.0,72.0,5.0,27.0,5.0,79.0,23.0,13.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,양천구,11470.0,7.0,70.0,20.0,32.0,48.0,3.0,14.0,3.0,59.0,20.0,19.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,강서구,11500.0,12.0,85.0,37.0,49.0,58.0,6.0,24.0,4.0,107.0,34.0,36.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,구로구,11530.0,11.0,73.0,29.0,41.0,44.0,3.0,27.0,3.0,59.0,35.0,26.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,금천구,11545.0,3.0,68.0,13.0,26.0,32.0,0.0,15.0,0.0,30.0,17.0,21.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,영등포구,11560.0,16.0,95.0,41.0,45.0,46.0,3.0,57.0,4.0,60.0,32.0,20.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,동작구,11590.0,4.0,56.0,11.0,19.0,36.0,0.0,20.0,0.0,76.0,23.0,25.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,관악구,11620.0,21.0,85.0,23.0,42.0,53.0,4.0,31.0,4.0,88.0,30.0,27.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,서초구,11650.0,6.0,102.0,21.0,58.0,59.0,7.0,39.0,6.0,84.0,37.0,16.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,강남구,11680.0,12.0,182.0,42.0,68.0,84.0,6.0,58.0,3.0,120.0,42.0,36.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,송파구,11710.0,12.0,101.0,21.0,56.0,71.0,8.0,22.0,5.0,88.0,28.0,25.0
20230523,서울특별시,11.0,영등포구,11560.0,서울특별시,11.0,강동구,11740.0,9.0,73.0,10.0,36.0,45.0,3.0,16.0,8.0,57.0,21.0,9.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,종로구,11110.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,중구,11140.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,용산구,11170.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,성동구,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,광진구,11215.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,동대문구,11230.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,중랑구,11260.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,성북구,11290.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,강북구,11305.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,도봉구,11320.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,노원구,11350.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,은평구,11380.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,서대문구,11410.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,마포구,11440.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,양천구,11470.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,강서구,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,구로구,11530.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,금천구,11545.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,영등포구,11560.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,동작구,11590.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,관악구,11620.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,서초구,11650.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,강남구,11680.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,송파구,11710.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
20230529,서울특별시,11.0,동작구,11590.0,서울특별시,11.0,강동구,11740.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,종로구,11110.0,16.0,88.0,45.0,9.0,75.0,11.0,23.0,5.0,174.0,54.0,16.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,중구,11140.0,11.0,87.0,22.0,20.0,126.0,20.0,61.0,6.0,227.0,68.0,28.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,용산구,11170.0,11.0,101.0,13.0,29.0,101.0,12.0,46.0,3.0,299.0,71.0,22.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,성동구,11200.0,29.0,144.0,41.0,29.0,60.0,4.0,64.0,7.0,455.0,126.0,23.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,광진구,11215.0,14.0,79.0,16.0,14.0,62.0,15.0,35.0,3.0,392.0,118.0,15.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,동대문구,11230.0,11.0,81.0,10.0,6.0,71.0,9.0,37.0,3.0,361.0,118.0,18.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,중랑구,11260.0,14.0,77.0,11.0,10.0,49.0,7.0,35.0,6.0,297.0,86.0,10.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,성북구,11290.0,14.0,96.0,21.0,20.0,58.0,14.0,55.0,6.0,434.0,125.0,32.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,강북구,11305.0,9.0,48.0,6.0,15.0,40.0,0.0,42.0,4.0,227.0,70.0,11.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,도봉구,11320.0,9.0,59.0,15.0,8.0,43.0,13.0,28.0,4.0,202.0,59.0,11.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,노원구,11350.0,14.0,97.0,15.0,15.0,89.0,9.0,61.0,7.0,388.0,113.0,28.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,은평구,11380.0,22.0,106.0,31.0,11.0,85.0,8.0,52.0,9.0,356.0,124.0,26.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,서대문구,11410.0,18.0,107.0,15.0,20.0,98.0,10.0,23.0,6.0,344.0,103.0,23.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,마포구,11440.0,25.0,149.0,29.0,31.0,162.0,17.0,92.0,8.0,543.0,154.0,31.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,양천구,11470.0,14.0,91.0,18.0,12.0,75.0,7.0,39.0,11.0,333.0,89.0,12.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,강서구,11500.0,24.0,163.0,32.0,27.0,135.0,14.0,85.0,9.0,539.0,172.0,27.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,구로구,11530.0,11.0,91.0,18.0,13.0,85.0,9.0,37.0,3.0,294.0,105.0,14.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,금천구,11545.0,10.0,56.0,9.0,12.0,59.0,6.0,35.0,5.0,176.0,63.0,10.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,영등포구,11560.0,17.0,140.0,25.0,21.0,107.0,11.0,51.0,9.0,438.0,115.0,20.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,동작구,11590.0,20.0,74.0,16.0,14.0,59.0,16.0,48.0,5.0,389.0,117.0,32.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,관악구,11620.0,16.0,89.0,21.0,18.0,82.0,12.0,52.0,4.0,525.0,164.0,27.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,서초구,11650.0,23.0,132.0,30.0,20.0,169.0,9.0,78.0,9.0,467.0,123.0,36.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,강남구,11680.0,42.0,237.0,35.0,43.0,237.0,18.0,118.0,18.0,700.0,208.0,42.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,송파구,11710.0,17.0,152.0,28.0,32.0,124.0,19.0,85.0,19.0,632.0,199.0,44.0
20230508,서울특별시,11.0,중구,11140.0,서울특별시,11.0,강동구,11740.0,10.0,82.0,19.0,10.0,75.0,8.0,48.0,7.0,384.0,114.0,18.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,중구,11140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,중랑구,11260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,강북구,11305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,강서구,11500.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,동작구,11590.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,서초구,11650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230527,서울특별시,11.0,용산구,11170.0,서울특별시,11.0,송파구,11710.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,종로구,11110.0,6.0,35.0,23.0,7.0,30.0,3.0,32.0,3.0,66.0,24.0,16.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,중구,11140.0,0.0,33.0,18.0,4.0,19.0,0.0,9.0,0.0,59.0,29.0,6.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,용산구,11170.0,10.0,28.0,12.0,20.0,19.0,0.0,15.0,0.0,81.0,23.0,10.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,성동구,11200.0,11.0,27.0,12.0,7.0,19.0,0.0,31.0,7.0,128.0,47.0,16.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,광진구,11215.0,6.0,26.0,12.0,8.0,24.0,3.0,18.0,3.0,90.0,36.0,33.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,동대문구,11230.0,11.0,26.0,11.0,11.0,14.0,0.0,11.0,4.0,115.0,27.0,5.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,중랑구,11260.0,5.0,27.0,7.0,6.0,14.0,0.0,19.0,0.0,75.0,25.0,9.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,성북구,11290.0,10.0,49.0,16.0,7.0,20.0,3.0,23.0,7.0,104.0,44.0,14.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,강북구,11305.0,4.0,12.0,7.0,7.0,20.0,0.0,12.0,3.0,46.0,23.0,7.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,도봉구,11320.0,8.0,13.0,7.0,3.0,14.0,0.0,27.0,6.0,50.0,24.0,5.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,노원구,11350.0,7.0,30.0,13.0,9.0,27.0,3.0,30.0,5.0,98.0,42.0,15.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,은평구,11380.0,6.0,52.0,12.0,14.0,13.0,0.0,21.0,9.0,99.0,35.0,8.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,서대문구,11410.0,6.0,35.0,16.0,8.0,13.0,3.0,14.0,0.0,73.0,26.0,12.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,마포구,11440.0,11.0,46.0,44.0,7.0,23.0,0.0,23.0,0.0,116.0,43.0,18.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,양천구,11470.0,5.0,34.0,12.0,7.0,23.0,0.0,19.0,5.0,89.0,32.0,11.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,강서구,11500.0,12.0,42.0,15.0,14.0,42.0,0.0,27.0,9.0,123.0,41.0,16.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,구로구,11530.0,7.0,36.0,11.0,7.0,23.0,3.0,11.0,0.0,80.0,26.0,8.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,금천구,11545.0,7.0,20.0,9.0,9.0,13.0,0.0,10.0,4.0,67.0,22.0,13.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,영등포구,11560.0,8.0,42.0,11.0,17.0,34.0,0.0,26.0,5.0,91.0,38.0,15.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,동작구,11590.0,7.0,17.0,16.0,13.0,17.0,0.0,10.0,6.0,83.0,37.0,37.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,관악구,11620.0,4.0,31.0,15.0,22.0,24.0,0.0,20.0,4.0,109.0,41.0,13.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,서초구,11650.0,10.0,53.0,17.0,14.0,42.0,4.0,27.0,4.0,124.0,43.0,16.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,강남구,11680.0,9.0,93.0,17.0,20.0,57.0,9.0,33.0,6.0,188.0,65.0,26.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,송파구,11710.0,10.0,58.0,13.0,16.0,39.0,3.0,29.0,4.0,155.0,67.0,30.0
20230504,서울특별시,11.0,종로구,11110.0,서울특별시,11.0,강동구,11740.0,9.0,34.0,5.0,12.0,18.0,3.0,14.0,5.0,93.0,36.0,8.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,종로구,11110.0,16.0,70.0,22.0,12.0,49.0,8.0,44.0,8.0,161.0,39.0,34.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,중구,11140.0,8.0,111.0,33.0,14.0,77.0,13.0,59.0,7.0,212.0,49.0,33.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,용산구,11170.0,10.0,96.0,23.0,53.0,83.0,9.0,69.0,10.0,237.0,56.0,53.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,성동구,11200.0,12.0,121.0,45.0,21.0,86.0,15.0,69.0,5.0,400.0,108.0,58.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,광진구,11215.0,14.0,108.0,25.0,32.0,49.0,23.0,54.0,6.0,444.0,77.0,71.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,동대문구,11230.0,8.0,87.0,25.0,14.0,46.0,19.0,66.0,8.0,428.0,63.0,68.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,중랑구,11260.0,8.0,84.0,17.0,18.0,48.0,13.0,36.0,3.0,330.0,54.0,60.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,성북구,11290.0,9.0,121.0,36.0,29.0,65.0,12.0,60.0,12.0,496.0,86.0,71.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,강북구,11305.0,9.0,40.0,14.0,11.0,23.0,8.0,45.0,4.0,256.0,43.0,38.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,도봉구,11320.0,4.0,44.0,19.0,10.0,38.0,11.0,40.0,4.0,250.0,48.0,42.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,노원구,11350.0,11.0,101.0,34.0,31.0,73.0,15.0,64.0,12.0,461.0,68.0,63.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,은평구,11380.0,18.0,80.0,20.0,25.0,62.0,7.0,63.0,11.0,343.0,66.0,65.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,서대문구,11410.0,11.0,78.0,30.0,23.0,65.0,9.0,71.0,5.0,354.0,64.0,49.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,마포구,11440.0,16.0,133.0,55.0,45.0,102.0,19.0,77.0,9.0,415.0,98.0,93.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,양천구,11470.0,12.0,91.0,33.0,29.0,63.0,16.0,65.0,13.0,329.0,70.0,75.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,강서구,11500.0,21.0,178.0,33.0,38.0,104.0,19.0,96.0,21.0,596.0,117.0,141.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,구로구,11530.0,17.0,103.0,25.0,22.0,65.0,18.0,76.0,9.0,366.0,64.0,60.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,금천구,11545.0,6.0,79.0,23.0,31.0,34.0,14.0,29.0,11.0,263.0,65.0,40.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,영등포구,11560.0,17.0,142.0,35.0,51.0,85.0,32.0,69.0,17.0,383.0,80.0,750.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,동작구,11590.0,14.0,80.0,33.0,33.0,61.0,16.0,54.0,14.0,387.0,94.0,172.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,관악구,11620.0,14.0,154.0,35.0,46.0,68.0,14.0,82.0,11.0,548.0,95.0,220.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,서초구,11650.0,28.0,165.0,72.0,42.0,157.0,25.0,129.0,21.0,457.0,95.0,228.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,강남구,11680.0,31.0,397.0,115.0,79.0,269.0,44.0,240.0,25.0,767.0,167.0,327.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,송파구,11710.0,31.0,218.0,57.0,56.0,159.0,32.0,130.0,25.0,659.0,167.0,386.0
20230523,서울특별시,11.0,강남구,11680.0,서울특별시,11.0,강동구,11740.0,10.0,111.0,23.0,20.0,79.0,17.0,87.0,15.0,383.0,77.0,83.0
20230528,서울특별시,11.0,도봉구,11320.0,서울특별시,11.0,용산구,11170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230528,서울특별시,11.0,도봉구,11320.0,서울특별시,11.0,동대문구,11230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20230528,서울특별시,11.0,도봉구,11320.0,서울특별시,11.0,중랑구,11260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
