DL_YMD,SEND_CTPV_NM,SEND_CTPV_CD,SEND_CTGG_NM,SEND_CTGG_CD,REC_CTPV_NM,REC_CTPV_CD,E_C_01,E_C_02,E_C_03,E_C_04,E_C_05,E_C_06,E_C_07,E_C_08,E_C_09,E_C_10,E_C_11
20230522,서울특별시,11.0,양천구,11470.0,서울특별시,11.0,75.0,671.0,289.0,708.0,1230.0,270.0,661.0,61.0,1972.0,850.0,532.0
20230522,서울특별시,11.0,양천구,11470.0,부산광역시,26.0,30.0,126.0,51.0,162.0,333.0,51.0,172.0,8.0,436.0,208.0,150.0
20230522,서울특별시,11.0,양천구,11470.0,대구광역시,27.0,24.0,99.0,34.0,120.0,240.0,39.0,113.0,13.0,323.0,127.0,87.0
20230522,서울특별시,11.0,양천구,11470.0,인천광역시,28.0,30.0,170.0,52.0,161.0,394.0,73.0,192.0,12.0,497.0,203.0,132.0
20230522,서울특별시,11.0,양천구,11470.0,광주광역시,29.0,12.0,71.0,22.0,66.0,159.0,14.0,74.0,12.0,207.0,92.0,70.0
20230522,서울특별시,11.0,양천구,11470.0,대전광역시,30.0,15.0,63.0,22.0,70.0,179.0,19.0,87.0,3.0,212.0,71.0,67.0
20230522,서울특별시,11.0,양천구,11470.0,울산광역시,31.0,15.0,51.0,13.0,45.0,95.0,17.0,49.0,5.0,132.0,44.0,47.0
20230522,서울특별시,11.0,양천구,11470.0,세종특별자치시,36.0,0.0,11.0,10.0,27.0,59.0,9.0,21.0,0.0,70.0,17.0,38.0
20230522,서울특별시,11.0,양천구,11470.0,경기도,41.0,164.0,925.0,278.0,836.0,1848.0,278.0,928.0,74.0,2722.0,1194.0,713.0
20230522,서울특별시,11.0,양천구,11470.0,강원도,42.0,12.0,85.0,24.0,82.0,207.0,11.0,98.0,10.0,179.0,112.0,83.0
20230522,서울특별시,11.0,양천구,11470.0,충청북도,43.0,23.0,68.0,22.0,89.0,191.0,35.0,90.0,8.0,232.0,106.0,74.0
20230522,서울특별시,11.0,양천구,11470.0,충청남도,44.0,13.0,97.0,47.0,115.0,276.0,28.0,123.0,7.0,280.0,142.0,87.0
20230522,서울특별시,11.0,양천구,11470.0,전라북도,45.0,21.0,87.0,25.0,63.0,179.0,23.0,96.0,5.0,288.0,65.0,79.0
20230522,서울특별시,11.0,양천구,11470.0,전라남도,46.0,24.0,83.0,20.0,77.0,179.0,21.0,96.0,5.0,213.0,93.0,52.0
20230522,서울특별시,11.0,양천구,11470.0,경상북도,47.0,22.0,126.0,28.0,119.0,293.0,33.0,143.0,7.0,283.0,103.0,130.0
20230522,서울특별시,11.0,양천구,11470.0,경상남도,48.0,32.0,143.0,40.0,143.0,371.0,39.0,189.0,12.0,376.0,136.0,158.0
20230522,서울특별시,11.0,양천구,11470.0,제주특별자치도,50.0,3.0,18.0,9.0,29.0,31.0,5.0,13.0,4.0,53.0,27.0,14.0
20230523,서울특별시,11.0,도봉구,11320.0,서울특별시,11.0,104.0,373.0,101.0,563.0,582.0,142.0,421.0,64.0,1809.0,697.0,113.0
20230523,서울특별시,11.0,도봉구,11320.0,부산광역시,26.0,34.0,76.0,13.0,123.0,164.0,41.0,85.0,26.0,469.0,239.0,42.0
20230523,서울특별시,11.0,도봉구,11320.0,대구광역시,27.0,28.0,61.0,15.0,103.0,106.0,21.0,57.0,18.0,361.0,147.0,20.0
20230523,서울특별시,11.0,도봉구,11320.0,인천광역시,28.0,51.0,86.0,19.0,139.0,182.0,37.0,89.0,25.0,554.0,229.0,36.0
20230523,서울특별시,11.0,도봉구,11320.0,광주광역시,29.0,29.0,43.0,5.0,82.0,84.0,19.0,43.0,12.0,266.0,138.0,18.0
20230523,서울특별시,11.0,도봉구,11320.0,대전광역시,30.0,15.0,44.0,15.0,52.0,85.0,21.0,38.0,7.0,221.0,91.0,18.0
20230523,서울특별시,11.0,도봉구,11320.0,울산광역시,31.0,13.0,30.0,6.0,44.0,67.0,16.0,30.0,4.0,156.0,80.0,14.0
20230523,서울특별시,11.0,도봉구,11320.0,세종특별자치시,36.0,7.0,6.0,3.0,23.0,20.0,6.0,16.0,0.0,74.0,28.0,4.0
20230523,서울특별시,11.0,도봉구,11320.0,경기도,41.0,207.0,558.0,130.0,736.0,819.0,239.0,421.0,99.0,2699.0,1190.0,175.0
20230523,서울특별시,11.0,도봉구,11320.0,강원도,42.0,26.0,54.0,9.0,85.0,90.0,14.0,52.0,12.0,260.0,131.0,25.0
20230523,서울특별시,11.0,도봉구,11320.0,충청북도,43.0,17.0,37.0,9.0,82.0,88.0,26.0,49.0,7.0,296.0,116.0,12.0
20230523,서울특별시,11.0,도봉구,11320.0,충청남도,44.0,31.0,72.0,13.0,131.0,128.0,35.0,60.0,16.0,333.0,197.0,27.0
20230523,서울특별시,11.0,도봉구,11320.0,전라북도,45.0,20.0,53.0,4.0,89.0,54.0,19.0,51.0,9.0,300.0,137.0,15.0
20230523,서울특별시,11.0,도봉구,11320.0,전라남도,46.0,38.0,56.0,7.0,79.0,76.0,20.0,41.0,11.0,278.0,127.0,23.0
20230523,서울특별시,11.0,도봉구,11320.0,경상북도,47.0,39.0,97.0,13.0,108.0,143.0,35.0,69.0,12.0,382.0,161.0,29.0
20230523,서울특별시,11.0,도봉구,11320.0,경상남도,48.0,49.0,88.0,11.0,180.0,198.0,51.0,83.0,29.0,474.0,217.0,32.0
20230523,서울특별시,11.0,도봉구,11320.0,제주특별자치도,50.0,4.0,12.0,0.0,13.0,12.0,4.0,7.0,4.0,57.0,22.0,7.0
20230530,서울특별시,11.0,마포구,11440.0,서울특별시,11.0,595.0,3262.0,1463.0,3421.0,4071.0,484.0,2835.0,368.0,6252.0,2412.0,1521.0
20230530,서울특별시,11.0,마포구,11440.0,부산광역시,26.0,142.0,649.0,302.0,827.0,1012.0,118.0,758.0,103.0,1410.0,488.0,461.0
20230530,서울특별시,11.0,마포구,11440.0,대구광역시,27.0,91.0,423.0,193.0,538.0,695.0,74.0,491.0,113.0,920.0,370.0,326.0
20230530,서울특별시,11.0,마포구,11440.0,인천광역시,28.0,130.0,718.0,266.0,793.0,1106.0,106.0,783.0,100.0,1339.0,490.0,451.0
20230530,서울특별시,11.0,마포구,11440.0,광주광역시,29.0,58.0,294.0,140.0,415.0,469.0,56.0,305.0,49.0,680.0,242.0,195.0
20230530,서울특별시,11.0,마포구,11440.0,대전광역시,30.0,55.0,348.0,130.0,446.0,526.0,65.0,340.0,50.0,655.0,262.0,201.0
20230530,서울특별시,11.0,마포구,11440.0,울산광역시,31.0,33.0,206.0,94.0,239.0,339.0,45.0,243.0,30.0,380.0,168.0,182.0
20230530,서울특별시,11.0,마포구,11440.0,세종특별자치시,36.0,18.0,88.0,51.0,138.0,160.0,13.0,96.0,22.0,152.0,79.0,45.0
20230530,서울특별시,11.0,마포구,11440.0,경기도,41.0,671.0,3663.0,1509.0,4143.0,5355.0,631.0,3825.0,666.0,6915.0,2720.0,2122.0
20230530,서울특별시,11.0,마포구,11440.0,강원도,42.0,65.0,329.0,144.0,501.0,524.0,68.0,400.0,54.0,554.0,231.0,182.0
20230530,서울특별시,11.0,마포구,11440.0,충청북도,43.0,56.0,305.0,128.0,447.0,538.0,58.0,412.0,66.0,692.0,226.0,201.0
20230530,서울특별시,11.0,마포구,11440.0,충청남도,44.0,75.0,414.0,181.0,609.0,775.0,78.0,530.0,84.0,862.0,314.0,314.0
20230530,서울특별시,11.0,마포구,11440.0,전라북도,45.0,66.0,299.0,159.0,433.0,474.0,55.0,414.0,63.0,672.0,209.0,211.0
20230530,서울특별시,11.0,마포구,11440.0,전라남도,46.0,49.0,246.0,137.0,450.0,443.0,53.0,359.0,57.0,530.0,263.0,215.0
20230530,서울특별시,11.0,마포구,11440.0,경상북도,47.0,86.0,436.0,171.0,623.0,670.0,89.0,556.0,93.0,813.0,332.0,304.0
20230530,서울특별시,11.0,마포구,11440.0,경상남도,48.0,110.0,556.0,264.0,737.0,945.0,121.0,750.0,112.0,937.0,455.0,449.0
20230530,서울특별시,11.0,마포구,11440.0,제주특별자치도,50.0,16.0,125.0,50.0,121.0,128.0,19.0,67.0,12.0,251.0,91.0,71.0
20230502,서울특별시,11.0,노원구,11350.0,서울특별시,11.0,243.0,547.0,240.0,633.0,2415.0,198.0,970.0,200.0,1223.0,355.0,818.0
20230502,서울특별시,11.0,노원구,11350.0,부산광역시,26.0,62.0,139.0,28.0,193.0,834.0,54.0,300.0,58.0,275.0,117.0,291.0
20230502,서울특별시,11.0,노원구,11350.0,대구광역시,27.0,48.0,98.0,36.0,134.0,577.0,42.0,163.0,52.0,227.0,67.0,193.0
20230502,서울특별시,11.0,노원구,11350.0,인천광역시,28.0,80.0,127.0,39.0,176.0,850.0,63.0,270.0,69.0,308.0,113.0,269.0
20230502,서울특별시,11.0,노원구,11350.0,광주광역시,29.0,31.0,66.0,15.0,112.0,402.0,33.0,119.0,22.0,144.0,45.0,143.0
20230502,서울특별시,11.0,노원구,11350.0,대전광역시,30.0,42.0,62.0,22.0,90.0,369.0,36.0,123.0,35.0,154.0,51.0,109.0
20230502,서울특별시,11.0,노원구,11350.0,울산광역시,31.0,23.0,45.0,6.0,62.0,285.0,25.0,93.0,18.0,97.0,35.0,89.0
20230502,서울특별시,11.0,노원구,11350.0,세종특별자치시,36.0,16.0,16.0,4.0,18.0,97.0,11.0,20.0,15.0,43.0,8.0,21.0
20230502,서울특별시,11.0,노원구,11350.0,경기도,41.0,346.0,854.0,221.0,949.0,3968.0,338.0,1440.0,395.0,1813.0,549.0,1312.0
20230502,서울특별시,11.0,노원구,11350.0,강원도,42.0,52.0,106.0,24.0,109.0,481.0,42.0,175.0,78.0,136.0,58.0,143.0
20230502,서울특별시,11.0,노원구,11350.0,충청북도,43.0,30.0,84.0,24.0,90.0,454.0,33.0,180.0,39.0,171.0,47.0,166.0
20230502,서울특별시,11.0,노원구,11350.0,충청남도,44.0,49.0,115.0,19.0,158.0,672.0,88.0,226.0,56.0,193.0,87.0,165.0
20230502,서울특별시,11.0,노원구,11350.0,전라북도,45.0,41.0,58.0,23.0,94.0,501.0,34.0,132.0,42.0,140.0,61.0,123.0
20230502,서울특별시,11.0,노원구,11350.0,전라남도,46.0,49.0,91.0,18.0,103.0,566.0,66.0,169.0,33.0,135.0,52.0,169.0
20230502,서울특별시,11.0,노원구,11350.0,경상북도,47.0,57.0,102.0,29.0,126.0,782.0,64.0,193.0,55.0,206.0,71.0,200.0
20230502,서울특별시,11.0,노원구,11350.0,경상남도,48.0,89.0,160.0,26.0,213.0,961.0,82.0,318.0,70.0,270.0,110.0,312.0
20230502,서울특별시,11.0,노원구,11350.0,제주특별자치도,50.0,8.0,18.0,7.0,12.0,58.0,11.0,36.0,5.0,33.0,15.0,42.0
20230512,서울특별시,11.0,구로구,11530.0,서울특별시,11.0,220.0,1028.0,248.0,610.0,714.0,180.0,338.0,57.0,1912.0,341.0,356.0
20230512,서울특별시,11.0,구로구,11530.0,부산광역시,26.0,52.0,297.0,45.0,160.0,157.0,48.0,106.0,22.0,411.0,95.0,98.0
20230512,서울특별시,11.0,구로구,11530.0,대구광역시,27.0,43.0,201.0,76.0,106.0,130.0,45.0,83.0,22.0,323.0,52.0,79.0
20230512,서울특별시,11.0,구로구,11530.0,인천광역시,28.0,41.0,273.0,57.0,154.0,193.0,70.0,95.0,31.0,501.0,87.0,124.0
20230512,서울특별시,11.0,구로구,11530.0,광주광역시,29.0,26.0,143.0,29.0,71.0,79.0,22.0,41.0,15.0,235.0,39.0,53.0
20230512,서울특별시,11.0,구로구,11530.0,대전광역시,30.0,21.0,137.0,22.0,81.0,99.0,44.0,50.0,12.0,225.0,45.0,42.0
20230512,서울특별시,11.0,구로구,11530.0,울산광역시,31.0,19.0,59.0,20.0,48.0,67.0,28.0,31.0,4.0,134.0,32.0,45.0
20230512,서울특별시,11.0,구로구,11530.0,세종특별자치시,36.0,9.0,46.0,8.0,21.0,21.0,5.0,13.0,7.0,60.0,18.0,8.0
20230512,서울특별시,11.0,구로구,11530.0,경기도,41.0,258.0,1513.0,310.0,901.0,1050.0,314.0,492.0,96.0,2633.0,453.0,498.0
20230512,서울특별시,11.0,구로구,11530.0,강원도,42.0,43.0,118.0,27.0,91.0,96.0,32.0,74.0,5.0,184.0,32.0,52.0
20230512,서울특별시,11.0,구로구,11530.0,충청북도,43.0,26.0,125.0,43.0,92.0,97.0,42.0,57.0,5.0,242.0,53.0,46.0
20230512,서울특별시,11.0,구로구,11530.0,충청남도,44.0,35.0,180.0,45.0,125.0,155.0,54.0,63.0,10.0,278.0,52.0,71.0
20230512,서울특별시,11.0,구로구,11530.0,전라북도,45.0,35.0,143.0,49.0,106.0,100.0,31.0,62.0,10.0,249.0,42.0,53.0
20230512,서울특별시,11.0,구로구,11530.0,전라남도,46.0,24.0,92.0,31.0,83.0,103.0,34.0,45.0,10.0,175.0,52.0,49.0
20230512,서울특별시,11.0,구로구,11530.0,경상북도,47.0,41.0,145.0,51.0,115.0,142.0,69.0,71.0,19.0,289.0,47.0,64.0
20230512,서울특별시,11.0,구로구,11530.0,경상남도,48.0,46.0,234.0,73.0,154.0,185.0,79.0,95.0,28.0,402.0,73.0,101.0
20230512,서울특별시,11.0,구로구,11530.0,제주특별자치도,50.0,11.0,43.0,4.0,25.0,18.0,7.0,6.0,7.0,46.0,6.0,7.0
20230520,서울특별시,11.0,성북구,11290.0,서울특별시,11.0,9.0,133.0,89.0,34.0,290.0,8.0,24.0,10.0,435.0,88.0,18.0
20230520,서울특별시,11.0,성북구,11290.0,부산광역시,26.0,0.0,32.0,10.0,5.0,53.0,3.0,9.0,0.0,107.0,31.0,6.0
20230520,서울특별시,11.0,성북구,11290.0,대구광역시,27.0,0.0,22.0,9.0,6.0,38.0,3.0,4.0,3.0,66.0,5.0,3.0
20230520,서울특별시,11.0,성북구,11290.0,인천광역시,28.0,3.0,38.0,12.0,11.0,57.0,0.0,4.0,3.0,122.0,15.0,5.0
20230520,서울특별시,11.0,성북구,11290.0,광주광역시,29.0,0.0,11.0,5.0,0.0,23.0,0.0,4.0,0.0,41.0,3.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,대전광역시,30.0,0.0,11.0,5.0,3.0,26.0,0.0,5.0,0.0,32.0,12.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,울산광역시,31.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,28.0,5.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,세종특별자치시,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,경기도,41.0,42.0,233.0,74.0,67.0,283.0,22.0,40.0,16.0,723.0,168.0,19.0
20230520,서울특별시,11.0,성북구,11290.0,강원도,42.0,0.0,9.0,0.0,3.0,23.0,0.0,5.0,0.0,27.0,4.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,충청북도,43.0,0.0,8.0,9.0,3.0,19.0,0.0,12.0,6.0,51.0,8.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,충청남도,44.0,0.0,8.0,18.0,15.0,19.0,0.0,0.0,4.0,32.0,8.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,전라북도,45.0,0.0,17.0,0.0,0.0,6.0,0.0,14.0,0.0,48.0,5.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,전라남도,46.0,0.0,9.0,9.0,4.0,13.0,0.0,5.0,0.0,29.0,4.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,경상북도,47.0,0.0,18.0,5.0,0.0,26.0,0.0,8.0,3.0,59.0,11.0,0.0
20230520,서울특별시,11.0,성북구,11290.0,경상남도,48.0,3.0,18.0,10.0,7.0,73.0,0.0,5.0,0.0,77.0,11.0,4.0
20230520,서울특별시,11.0,성북구,11290.0,제주특별자치도,50.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0
20230523,서울특별시,11.0,관악구,11620.0,서울특별시,11.0,70.0,528.0,423.0,194.0,637.0,74.0,694.0,46.0,1207.0,531.0,536.0
20230523,서울특별시,11.0,관악구,11620.0,부산광역시,26.0,27.0,107.0,64.0,34.0,134.0,19.0,135.0,4.0,315.0,158.0,60.0
20230523,서울특별시,11.0,관악구,11620.0,대구광역시,27.0,15.0,77.0,49.0,29.0,124.0,4.0,121.0,5.0,252.0,118.0,29.0
20230523,서울특별시,11.0,관악구,11620.0,인천광역시,28.0,25.0,94.0,76.0,45.0,143.0,18.0,157.0,21.0,373.0,171.0,57.0
20230523,서울특별시,11.0,관악구,11620.0,광주광역시,29.0,14.0,53.0,41.0,19.0,49.0,10.0,71.0,4.0,179.0,70.0,20.0
20230523,서울특별시,11.0,관악구,11620.0,대전광역시,30.0,9.0,56.0,33.0,12.0,69.0,14.0,69.0,0.0,163.0,65.0,18.0
20230523,서울특별시,11.0,관악구,11620.0,울산광역시,31.0,19.0,26.0,26.0,9.0,36.0,6.0,40.0,0.0,103.0,41.0,12.0
20230523,서울특별시,11.0,관악구,11620.0,세종특별자치시,36.0,3.0,17.0,11.0,6.0,20.0,3.0,35.0,0.0,38.0,20.0,11.0
20230523,서울특별시,11.0,관악구,11620.0,경기도,41.0,110.0,760.0,413.0,248.0,822.0,140.0,941.0,68.0,1886.0,851.0,265.0
20230523,서울특별시,11.0,관악구,11620.0,강원도,42.0,11.0,63.0,32.0,18.0,66.0,10.0,68.0,3.0,162.0,111.0,22.0
20230523,서울특별시,11.0,관악구,11620.0,충청북도,43.0,11.0,56.0,43.0,24.0,62.0,9.0,95.0,8.0,199.0,96.0,28.0
20230523,서울특별시,11.0,관악구,11620.0,충청남도,44.0,17.0,93.0,37.0,37.0,89.0,19.0,106.0,5.0,215.0,116.0,27.0
20230523,서울특별시,11.0,관악구,11620.0,전라북도,45.0,11.0,47.0,33.0,25.0,55.0,9.0,55.0,5.0,194.0,72.0,25.0
20230523,서울특별시,11.0,관악구,11620.0,전라남도,46.0,4.0,52.0,32.0,17.0,64.0,7.0,81.0,0.0,161.0,76.0,17.0
20230523,서울특별시,11.0,관악구,11620.0,경상북도,47.0,10.0,69.0,39.0,33.0,108.0,14.0,95.0,4.0,236.0,128.0,30.0
20230523,서울특별시,11.0,관악구,11620.0,경상남도,48.0,29.0,94.0,65.0,48.0,124.0,21.0,114.0,8.0,344.0,189.0,45.0
20230523,서울특별시,11.0,관악구,11620.0,제주특별자치도,50.0,0.0,8.0,9.0,7.0,16.0,0.0,19.0,0.0,47.0,18.0,4.0
20230525,서울특별시,11.0,성동구,11200.0,서울특별시,11.0,139.0,1719.0,739.0,400.0,894.0,138.0,891.0,120.0,4454.0,1604.0,1023.0
20230525,서울특별시,11.0,성동구,11200.0,부산광역시,26.0,26.0,506.0,89.0,102.0,1159.0,32.0,236.0,40.0,971.0,339.0,155.0
20230525,서울특별시,11.0,성동구,11200.0,대구광역시,27.0,32.0,378.0,69.0,62.0,1118.0,23.0,191.0,19.0,682.0,264.0,96.0
20230525,서울특별시,11.0,성동구,11200.0,인천광역시,28.0,45.0,437.0,103.0,104.0,948.0,46.0,229.0,28.0,1048.0,356.0,147.0
20230525,서울특별시,11.0,성동구,11200.0,광주광역시,29.0,10.0,187.0,49.0,86.0,115.0,11.0,97.0,10.0,490.0,179.0,78.0
20230525,서울특별시,11.0,성동구,11200.0,대전광역시,30.0,8.0,181.0,54.0,43.0,589.0,20.0,81.0,19.0,442.0,169.0,67.0
20230525,서울특별시,11.0,성동구,11200.0,울산광역시,31.0,13.0,179.0,29.0,23.0,563.0,18.0,89.0,8.0,303.0,118.0,42.0
20230525,서울특별시,11.0,성동구,11200.0,세종특별자치시,36.0,3.0,55.0,18.0,10.0,194.0,0.0,28.0,0.0,159.0,63.0,22.0
20230525,서울특별시,11.0,성동구,11200.0,경기도,41.0,161.0,2283.0,672.0,573.0,1311.0,198.0,1121.0,140.0,5269.0,1738.0,705.0
20230525,서울특별시,11.0,성동구,11200.0,강원도,42.0,18.0,217.0,57.0,42.0,385.0,23.0,155.0,25.0,401.0,114.0,70.0
20230525,서울특별시,11.0,성동구,11200.0,충청북도,43.0,18.0,217.0,60.0,50.0,362.0,19.0,122.0,15.0,452.0,156.0,67.0
20230525,서울특별시,11.0,성동구,11200.0,충청남도,44.0,19.0,268.0,48.0,80.0,611.0,22.0,173.0,28.0,611.0,211.0,86.0
20230525,서울특별시,11.0,성동구,11200.0,전라북도,45.0,14.0,215.0,44.0,51.0,122.0,20.0,108.0,9.0,464.0,145.0,75.0
20230525,서울특별시,11.0,성동구,11200.0,전라남도,46.0,19.0,190.0,51.0,37.0,117.0,17.0,138.0,20.0,408.0,150.0,70.0
20230525,서울특별시,11.0,성동구,11200.0,경상북도,47.0,19.0,340.0,65.0,65.0,909.0,33.0,168.0,26.0,583.0,209.0,88.0
20230525,서울특별시,11.0,성동구,11200.0,경상남도,48.0,38.0,467.0,74.0,99.0,326.0,42.0,233.0,31.0,765.0,260.0,152.0
20230525,서울특별시,11.0,성동구,11200.0,제주특별자치도,50.0,13.0,72.0,20.0,6.0,41.0,5.0,33.0,0.0,143.0,55.0,24.0
20230526,서울특별시,11.0,중랑구,11260.0,서울특별시,11.0,166.0,847.0,222.0,270.0,916.0,255.0,523.0,156.0,2098.0,805.0,318.0
20230526,서울특별시,11.0,중랑구,11260.0,부산광역시,26.0,46.0,194.0,46.0,54.0,185.0,77.0,174.0,44.0,542.0,227.0,73.0
20230526,서울특별시,11.0,중랑구,11260.0,대구광역시,27.0,39.0,143.0,35.0,54.0,152.0,47.0,108.0,39.0,389.0,146.0,54.0
20230526,서울특별시,11.0,중랑구,11260.0,인천광역시,28.0,47.0,232.0,43.0,77.0,206.0,52.0,119.0,49.0,603.0,234.0,94.0
20230526,서울특별시,11.0,중랑구,11260.0,광주광역시,29.0,26.0,100.0,17.0,33.0,121.0,54.0,68.0,16.0,288.0,102.0,37.0
20230526,서울특별시,11.0,중랑구,11260.0,대전광역시,30.0,24.0,100.0,23.0,31.0,114.0,28.0,55.0,27.0,267.0,99.0,46.0
20230526,서울특별시,11.0,중랑구,11260.0,울산광역시,31.0,17.0,82.0,16.0,33.0,66.0,26.0,50.0,11.0,188.0,54.0,30.0
20230526,서울특별시,11.0,중랑구,11260.0,세종특별자치시,36.0,7.0,36.0,8.0,6.0,19.0,8.0,17.0,8.0,69.0,35.0,12.0
20230526,서울특별시,11.0,중랑구,11260.0,경기도,41.0,282.0,1337.0,245.0,387.0,1137.0,384.0,670.0,256.0,3081.0,1036.0,442.0
20230526,서울특별시,11.0,중랑구,11260.0,강원도,42.0,28.0,126.0,19.0,31.0,110.0,53.0,73.0,32.0,294.0,110.0,50.0
20230526,서울특별시,11.0,중랑구,11260.0,충청북도,43.0,35.0,142.0,24.0,36.0,94.0,36.0,70.0,29.0,292.0,115.0,40.0
20230526,서울특별시,11.0,중랑구,11260.0,충청남도,44.0,36.0,170.0,36.0,50.0,157.0,54.0,97.0,34.0,434.0,152.0,51.0
20230526,서울특별시,11.0,중랑구,11260.0,전라북도,45.0,24.0,111.0,35.0,29.0,101.0,37.0,82.0,21.0,309.0,107.0,44.0
20230526,서울특별시,11.0,중랑구,11260.0,전라남도,46.0,39.0,117.0,25.0,49.0,109.0,47.0,70.0,24.0,252.0,110.0,34.0
20230526,서울특별시,11.0,중랑구,11260.0,경상북도,47.0,46.0,163.0,38.0,56.0,167.0,60.0,128.0,28.0,386.0,170.0,54.0
20230526,서울특별시,11.0,중랑구,11260.0,경상남도,48.0,34.0,224.0,44.0,67.0,197.0,72.0,161.0,41.0,478.0,200.0,94.0
20230526,서울특별시,11.0,중랑구,11260.0,제주특별자치도,50.0,10.0,42.0,7.0,7.0,18.0,8.0,14.0,0.0,80.0,20.0,9.0
20230508,서울특별시,11.0,동대문구,11230.0,서울특별시,11.0,233.0,1856.0,333.0,616.0,2321.0,211.0,3491.0,152.0,5187.0,1417.0,1046.0
20230508,서울특별시,11.0,동대문구,11230.0,부산광역시,26.0,72.0,551.0,52.0,193.0,782.0,64.0,1245.0,49.0,1300.0,363.0,306.0
20230508,서울특별시,11.0,동대문구,11230.0,대구광역시,27.0,54.0,354.0,55.0,119.0,555.0,49.0,758.0,40.0,1028.0,244.0,210.0
20230508,서울특별시,11.0,동대문구,11230.0,인천광역시,28.0,51.0,525.0,78.0,162.0,749.0,52.0,1135.0,55.0,1378.0,340.0,325.0
20230508,서울특별시,11.0,동대문구,11230.0,광주광역시,29.0,29.0,287.0,25.0,64.0,335.0,29.0,514.0,35.0,773.0,186.0,155.0
20230508,서울특별시,11.0,동대문구,11230.0,대전광역시,30.0,25.0,266.0,33.0,96.0,373.0,24.0,496.0,23.0,744.0,176.0,149.0
20230508,서울특별시,11.0,동대문구,11230.0,울산광역시,31.0,21.0,166.0,11.0,58.0,270.0,34.0,367.0,17.0,453.0,111.0,98.0
20230508,서울특별시,11.0,동대문구,11230.0,세종특별자치시,36.0,10.0,82.0,13.0,30.0,101.0,12.0,136.0,7.0,219.0,66.0,31.0
20230508,서울특별시,11.0,동대문구,11230.0,경기도,41.0,273.0,2826.0,429.0,884.0,3806.0,342.0,5437.0,284.0,7238.0,1742.0,1433.0
20230508,서울특별시,11.0,동대문구,11230.0,강원도,42.0,33.0,301.0,39.0,99.0,462.0,40.0,636.0,22.0,702.0,150.0,164.0
20230508,서울특별시,11.0,동대문구,11230.0,충청북도,43.0,28.0,286.0,33.0,80.0,433.0,36.0,603.0,43.0,842.0,180.0,132.0
20230508,서울특별시,11.0,동대문구,11230.0,충청남도,44.0,53.0,400.0,45.0,110.0,655.0,53.0,887.0,42.0,1004.0,223.0,213.0
20230508,서울특별시,11.0,동대문구,11230.0,전라북도,45.0,20.0,281.0,37.0,97.0,389.0,33.0,641.0,38.0,784.0,177.0,143.0
20230508,서울특별시,11.0,동대문구,11230.0,전라남도,46.0,27.0,407.0,29.0,108.0,466.0,26.0,580.0,26.0,709.0,141.0,136.0
20230508,서울특별시,11.0,동대문구,11230.0,경상북도,47.0,47.0,422.0,61.0,137.0,686.0,58.0,901.0,42.0,964.0,218.0,207.0
20230508,서울특별시,11.0,동대문구,11230.0,경상남도,48.0,58.0,551.0,68.0,184.0,818.0,82.0,1241.0,42.0,1371.0,331.0,277.0
20230508,서울특별시,11.0,동대문구,11230.0,제주특별자치도,50.0,5.0,85.0,9.0,27.0,90.0,9.0,121.0,7.0,212.0,48.0,26.0
20230508,서울특별시,11.0,송파구,11710.0,서울특별시,11.0,301.0,1746.0,607.0,656.0,1895.0,510.0,1808.0,119.0,3911.0,1550.0,736.0
20230508,서울특별시,11.0,송파구,11710.0,부산광역시,26.0,72.0,404.0,114.0,169.0,608.0,155.0,854.0,46.0,901.0,409.0,205.0
20230508,서울특별시,11.0,송파구,11710.0,대구광역시,27.0,69.0,280.0,71.0,133.0,405.0,116.0,1025.0,39.0,630.0,269.0,183.0
20230508,서울특별시,11.0,송파구,11710.0,인천광역시,28.0,75.0,361.0,96.0,147.0,539.0,154.0,608.0,56.0,1105.0,404.0,218.0
20230508,서울특별시,11.0,송파구,11710.0,광주광역시,29.0,22.0,209.0,45.0,81.0,428.0,71.0,2114.0,45.0,430.0,177.0,155.0
20230508,서울특별시,11.0,송파구,11710.0,대전광역시,30.0,47.0,203.0,46.0,111.0,794.0,82.0,6693.0,98.0,478.0,184.0,305.0
20230508,서울특별시,11.0,송파구,11710.0,울산광역시,31.0,36.0,138.0,26.0,43.0,167.0,58.0,373.0,11.0,264.0,126.0,63.0
20230508,서울특별시,11.0,송파구,11710.0,세종특별자치시,36.0,10.0,70.0,23.0,28.0,303.0,23.0,3009.0,48.0,141.0,65.0,142.0
